Código,Município,UF,Arroz Inundado,Café,Cana-de-Açúcar Irrigada,"Outras Culturas em Pivôs Centrais (exceto arroz, café e cana)","Pivôs Centrais - Total (considerando sobreposição com arroz, café e cana)",Outras culturas e sistemas,Área Total Irrigada,Cana-de-Açúcar Fertirrigada,Área Total (Irrigada e Fertirrigada),Grupo Predominante no Município,Sistema Predominante no Município,AAI com água superficial em agricultura de sequeiro,AAI com água superficial em pastagem,AAI com água subterrânea,AAI - Potencial Total,AAI - Potencial Efetivo
2605905,Gameleira,PE,0,0,"1,380",0,0,0,"1,380",0,"1,380",Cana irrigada,Aspersão - Outros,372,0,0,372,29
2606002,Garanhuns,PE,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
2606101,Glória do Goitá,PE,0,0,150,0,0,9,159,0,159,Cana irrigada,Localizada,0,0,0,0,0
2606200,Goiana,PE,0,0,"10,056",0,0,0,"10,056",0,"10,056",Cana irrigada,Aspersão - Outros,832,394,109,"1,336",679
2606309,Granito,PE,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
2606408,Gravatá,PE,0,0,0,0,0,"3,397","3,397",0,"3,397",Outras culturas e sistemas,Localizada,3,0,0,3,0
2606507,Iati,PE,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
2606606,Ibimirim,PE,0,0,0,0,0,944,944,0,944,Outras culturas e sistemas,Localizada,199,"1,669",0,"1,868",0
2606705,Ibirajuba,PE,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
2606804,Igarassu,PE,0,0,"4,248",0,0,0,"4,248",0,"4,248",Cana irrigada,Aspersão - Outros,"1,555",201,32,"1,788",561
2606903,Iguaracy,PE,0,0,0,0,0,0,0,0,0,,,10,0,0,10,0
2607000,Inajá,PE,0,0,0,0,0,"2,018","2,018",0,"2,018",Outras culturas e sistemas,Localizada,0,0,15,15,0
2607109,Ingazeira,PE,0,0,0,0,0,0,0,0,0,,,2,0,0,2,0
2607208,Ipojuca,PE,0,0,"4,630",0,0,0,"4,630",0,"4,630",Cana irrigada,Outros ou sem predominância,443,60,0,503,334
2607307,Ipubi,PE,0,0,0,0,0,0,0,0,0,,,0,0,15,15,0
2607406,Itacuruba,PE,0,0,0,0,0,86,86,0,86,Outras culturas e sistemas,Localizada,"1,040","3,422",0,"4,462",0
2607505,Itaíba,PE,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
2607604,Ilha de Itamaracá,PE,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
2607653,Itambé,PE,0,0,"2,987",0,0,0,"2,987",0,"2,987",Cana irrigada,Aspersão - Outros,19,0,24,43,16
2607703,Itapetim,PE,0,0,0,0,0,0,0,0,0,,,2,18,0,19,0
2607752,Itapissuma,PE,0,0,"1,516",0,0,0,"1,516",0,"1,516",Cana irrigada,Outros ou sem predominância,64,170,0,234,64
2607802,Itaquitinga,PE,0,0,"1,534",0,0,0,"1,534",0,"1,534",Cana irrigada,Aspersão - Outros,0,0,0,0,0
2607901,Jaboatão dos Guararapes,PE,0,0,"1,184",0,0,0,"1,184",0,"1,184",Cana irrigada,Aspersão - Outros,481,226,0,706,481
2607950,Jaqueira,PE,0,0,828,0,0,0,828,0,828,Cana irrigada,Outros ou sem predominância,57,0,0,57,0
2608008,Jataúba,PE,0,0,0,0,0,0,0,0,0,,,2,74,0,76,0
2608057,Jatobá,PE,0,0,0,0,0,248,248,0,248,Outras culturas e sistemas,Localizada,27,"2,655",0,"2,682",0
2608107,João Alfredo,PE,0,0,22,0,0,0,22,0,22,Cana irrigada,Outros ou sem predominância,0,0,0,0,0
2608206,Joaquim Nabuco,PE,0,0,509,0,0,0,509,0,509,Cana irrigada,Outros ou sem predominância,39,0,0,39,0
2608255,Jucati,PE,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
2608305,Jupi,PE,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
2608404,Jurema,PE,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
2608453,Lagoa do Carro,PE,0,0,6,0,0,0,6,0,6,Cana irrigada,Outros ou sem predominância,456,65,0,521,442
2608503,Lagoa de Itaenga,PE,0,0,72,0,0,0,72,0,72,Cana irrigada,Aspersão - Outros,1,0,0,1,1
2608602,Lagoa do Ouro,PE,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
2608701,Lagoa dos Gatos,PE,0,0,38,0,0,0,38,0,38,Cana irrigada,Aspersão - Outros,6,0,0,6,0
2608750,Lagoa Grande,PE,0,0,0,0,0,"3,098","3,098",0,"3,098",Outras culturas e sistemas,Localizada,462,269,0,731,0
2608800,Lajedo,PE,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
2608909,Limoeiro,PE,0,0,359,0,0,0,359,0,359,Cana irrigada,Aspersão - Outros,166,123,0,289,166
2609006,Macaparana,PE,0,0,342,0,0,0,342,0,342,Cana irrigada,Aspersão - Outros,0,0,0,0,0
2609105,Machados,PE,0,0,130,0,0,0,130,0,130,Cana irrigada,Outros ou sem predominância,0,0,0,0,0
2609154,Manari,PE,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
2609204,Maraial,PE,0,0,"1,861",0,0,0,"1,861",0,"1,861",Cana irrigada,Outros ou sem predominância,106,0,0,106,0
2609303,Mirandiba,PE,0,0,0,0,0,86,86,0,86,Outras culturas e sistemas,Localizada,13,482,0,495,0
2609402,Moreno,PE,0,0,848,0,0,0,848,0,848,Cana irrigada,Aspersão - Outros,0,0,0,0,0
2609501,Nazaré da Mata,PE,0,0,427,0,0,0,427,0,427,Cana irrigada,Outros ou sem predominância,0,0,0,0,0
2609600,Olinda,PE,0,0,0,0,0,0,0,0,0,,,9,1,0,9,9
2609709,Orobó,PE,0,0,15,0,0,0,15,0,15,Cana irrigada,Outros ou sem predominância,0,0,0,0,0
2609808,Orocó,PE,0,0,0,0,0,"3,085","3,085",0,"3,085",Outras culturas e sistemas,Localizada,694,846,0,"1,540",0
2609907,Ouricuri,PE,0,0,0,0,0,0,0,0,0,,,292,769,0,"1,061",0
2610004,Palmares,PE,0,0,"1,448",0,0,48,"1,495",0,"1,495",Cana irrigada,Aspersão - Outros,104,0,0,104,20
2610103,Palmeirina,PE,0,0,24,0,0,0,24,0,24,Cana irrigada,Outros ou sem predominância,0,0,0,0,0
2610202,Panelas,PE,0,0,40,0,0,0,40,0,40,Cana irrigada,Outros ou sem predominância,0,0,0,0,0
2610301,Paranatama,PE,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
2610400,Parnamirim,PE,0,0,0,0,0,99,99,0,99,Outras culturas e sistemas,Superficial,169,967,0,"1,136",0
2610509,Passira,PE,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
2610608,Paudalho,PE,0,0,"2,035",0,0,0,"2,035",0,"2,035",Cana irrigada,Aspersão - Outros,602,2,0,604,353
2610707,Paulista,PE,0,0,0,0,0,0,0,0,0,,,227,22,0,249,227
2610806,Pedra,PE,0,0,0,0,0,0,0,0,0,,,15,241,0,255,0
2610905,Pesqueira,PE,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
2611002,Petrolândia,PE,0,0,0,23,23,"4,964","4,987",0,"4,987",Outras culturas e sistemas,Localizada,"2,858","10,602",0,"13,460",0
2611101,Petrolina,PE,0,0,0,409,409,"33,777","34,186",0,"34,186",Outras culturas e sistemas,Localizada,"4,759","3,429",0,"8,188",501
2611200,Poção,PE,0,0,0,0,0,0,0,0,0,,,0,282,0,282,0
2611309,Pombos,PE,0,0,57,0,0,42,98,0,98,Cana irrigada,Outros ou sem predominância,12,0,0,12,0
2611408,Primavera,PE,0,0,362,0,0,0,362,0,362,Cana irrigada,Aspersão - Outros,6,0,0,6,0
2611507,Quipapá,PE,0,0,20,0,0,0,20,0,20,Cana irrigada,Outros ou sem predominância,321,0,0,321,0
2611533,Quixaba,PE,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
2611606,Recife,PE,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
2611705,Riacho das Almas,PE,0,0,0,0,0,0,0,0,0,,,48,"1,019",0,"1,067",0
2611804,Ribeirão,PE,0,0,"1,939",0,0,0,"1,939",0,"1,939",Cana irrigada,Aspersão - Outros,114,0,0,114,27
2611903,Rio Formoso,PE,0,0,"1,579",0,0,0,"1,579",0,"1,579",Cana irrigada,Aspersão - Outros,189,0,0,189,140
2612000,Sairé,PE,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
2612109,Salgadinho,PE,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
2612208,Salgueiro,PE,0,0,0,0,0,53,53,0,53,Outras culturas e sistemas,Localizada,0,0,0,0,0
2612307,Saloá,PE,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
2612406,Sanharó,PE,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
2612455,Santa Cruz,PE,0,0,0,0,0,0,0,0,0,,,45,155,0,200,0
2612471,Santa Cruz da Baixa Verde,PE,0,0,0,0,0,0,0,0,0,Outras culturas e sistemas,Localizada,0,0,0,0,0
2612505,Santa Cruz do Capibaribe,PE,0,0,0,0,0,0,0,0,0,,,38,312,0,349,0
2612554,Santa Filomena,PE,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
2612604,Santa Maria da Boa Vista,PE,0,0,0,0,0,"12,151","12,151",0,"12,151",Outras culturas e sistemas,Localizada,"1,608","1,707",0,"3,315",0
2612703,Santa Maria do Cambucá,PE,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
2612802,Santa Terezinha,PE,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
2612901,São Benedito do Sul,PE,0,0,575,0,0,0,575,0,575,Cana irrigada,Outros ou sem predominância,39,0,0,39,0
2613008,São Bento do Una,PE,0,0,0,0,0,0,0,0,0,,,16,376,0,392,0
2613107,São Caitano,PE,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
2613206,São João,PE,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
2613305,São Joaquim do Monte,PE,0,0,0,0,0,8,8,0,8,Outras culturas e sistemas,Localizada,9,39,0,47,0
2613404,São José da Coroa Grande,PE,0,0,0,0,0,0,0,0,0,,,53,4,0,57,13
2613503,São José do Belmonte,PE,0,0,0,0,0,358,358,0,358,Outras culturas e sistemas,Localizada,0,0,0,0,0
2613602,São José do Egito,PE,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
2613701,São Lourenço da Mata,PE,0,0,"3,268",0,0,0,"3,268",0,"3,268",Cana irrigada,Aspersão - Outros,"3,817",967,0,"4,784","3,022"
2613800,São Vicente Férrer,PE,0,0,174,0,0,0,174,0,174,Cana irrigada,Localizada,0,0,0,0,0
2613909,Serra Talhada,PE,0,0,0,0,0,"3,477","3,477",0,"3,477",Outras culturas e sistemas,Localizada,62,"4,569",0,"4,631",0
2614006,Serrita,PE,0,0,0,0,0,12,12,0,12,Outras culturas e sistemas,Aspersão - Outros,126,"1,000",0,"1,126",0
2614105,Sertânia,PE,0,0,0,0,0,0,0,0,0,Outras culturas e sistemas,Localizada,6,288,0,294,0
2614204,Sirinhaém,PE,0,0,"5,876",0,0,0,"5,876",0,"5,876",Cana irrigada,Aspersão - Outros,878,96,0,975,361
2614303,Moreilândia,PE,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
2614402,Solidão,PE,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
2614501,Surubim,PE,0,0,0,0,0,0,0,0,0,,,7,681,0,688,0
2614600,Tabira,PE,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
2614709,Tacaimbó,PE,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
2614808,Tacaratu,PE,0,0,0,0,0,788,788,0,788,Outras culturas e sistemas,Localizada,260,725,12,997,0
2614857,Tamandaré,PE,0,0,"1,603",0,0,0,"1,603",0,"1,603",Cana irrigada,Outros ou sem predominância,288,47,0,335,175
2615003,Taquaritinga do Norte,PE,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
2615102,Terezinha,PE,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
2615201,Terra Nova,PE,0,0,0,0,0,10,10,0,10,Outras culturas e sistemas,Superficial,14,95,0,109,0
2615300,Timbaúba,PE,0,0,754,0,0,0,754,0,754,Cana irrigada,Aspersão - Outros,0,0,0,0,0
2615409,Toritama,PE,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
2615508,Tracunhaém,PE,0,0,642,0,0,0,642,0,642,Cana irrigada,Aspersão - Outros,0,0,0,0,0
2615607,Trindade,PE,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
2615706,Triunfo,PE,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
2615805,Tupanatinga,PE,0,0,0,0,0,76,76,0,76,Outras culturas e sistemas,Localizada,0,0,0,0,0
2615904,Tuparetama,PE,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
2616001,Venturosa,PE,0,0,0,0,0,0,0,0,0,,,4,68,0,73,0
2616100,Verdejante,PE,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
2616183,Vertente do Lério,PE,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
2616209,Vertentes,PE,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
2616308,Vicência,PE,0,0,"1,196",0,0,0,"1,196",0,"1,196",Cana irrigada,Aspersão - Outros,565,53,0,618,0
2616407,Vitória de Santo Antão,PE,0,0,898,0,0,574,"1,472",0,"1,472",Cana irrigada,Aspersão - Outros,13,0,0,13,0
2616506,Xexéu,PE,0,0,463,0,0,0,463,0,463,Cana irrigada,Outros ou sem predominância,5,0,0,5,1
2700102,Água Branca,AL,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
2700201,Anadia,AL,0,0,"1,179",0,0,0,"1,179",0,"1,179",Cana irrigada,Aspersão - Outros,0,0,45,45,0
2700300,Arapiraca,AL,0,0,304,23,23,0,327,0,327,Cana irrigada,Localizada,0,0,0,0,0
2700409,Atalaia,AL,0,0,"5,068",0,0,0,"5,068",0,"5,068",Cana irrigada,Aspersão - Outros,156,0,102,258,70
2700508,Barra de Santo Antônio,AL,0,0,"3,131",0,0,0,"3,131",0,"3,131",Cana irrigada,Outros ou sem predominância,173,63,89,326,173
2700607,Barra de São Miguel,AL,0,0,"2,432",0,0,0,"2,432",0,"2,432",Cana irrigada,Outros ou sem predominância,0,0,15,15,0
2700706,Batalha,AL,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
2700805,Belém,AL,0,0,0,0,0,0,0,0,0,,,0,0,10,10,0
2700904,Belo Monte,AL,0,0,0,0,0,0,0,0,0,,,8,711,0,720,0
2701001,Boca da Mata,AL,0,0,"3,672",0,45,0,"3,672",0,"3,672",Cana irrigada,Outros ou sem predominância,8,0,23,31,0
2701100,Branquinha,AL,0,0,145,0,0,0,145,0,145,Cana irrigada,Outros ou sem predominância,0,0,0,0,0
2701209,Cacimbinhas,AL,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
2701308,Cajueiro,AL,0,0,377,0,0,0,377,0,377,Cana irrigada,Aspersão - Outros,96,0,0,96,15
2701357,Campestre,AL,0,0,155,0,0,0,155,0,155,Cana irrigada,Outros ou sem predominância,53,0,0,53,0
2701407,Campo Alegre,AL,0,0,"7,828",289,497,0,"8,117",0,"8,117",Cana irrigada,Aspersão - Outros,0,0,79,79,0
2701506,Campo Grande,AL,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
2701605,Canapi,AL,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
2701704,Capela,AL,0,0,439,0,0,0,439,0,439,Cana irrigada,Localizada,65,0,23,89,49
2701803,Carneiros,AL,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
2701902,Chã Preta,AL,0,0,4,0,0,0,4,0,4,Cana irrigada,Localizada,29,0,0,29,4
2702009,Coité do Nóia,AL,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
2702108,Colônia Leopoldina,AL,0,0,"1,085",0,0,0,"1,085",0,"1,085",Cana irrigada,Superficial,53,0,0,53,25
2702207,Coqueiro Seco,AL,0,0,750,0,0,0,750,0,750,Cana irrigada,Outros ou sem predominância,0,0,0,0,0
2702306,Coruripe,AL,0,0,"39,478",63,93,0,"39,541",0,"39,541",Cana irrigada,Aspersão - Outros,"6,788","1,034",163,"7,986","6,788"
2702355,Craíbas,AL,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
2702405,Delmiro Gouveia,AL,0,0,0,0,0,200,200,0,200,Outras culturas e sistemas,Localizada,97,"4,852",0,"4,949",0
2702504,Dois Riachos,AL,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
2702553,Estrela de Alagoas,AL,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
2702603,Feira Grande,AL,0,0,68,0,0,0,68,0,68,Cana irrigada,Localizada,0,0,0,0,0
2702702,Feliz Deserto,AL,0,0,"2,458",0,0,0,"2,458",0,"2,458",Cana irrigada,Aspersão - Outros,0,0,31,31,0
2702801,Flexeiras,AL,0,0,"1,693",0,0,0,"1,693",0,"1,693",Cana irrigada,Aspersão - Outros,0,0,0,0,0
2702900,Girau do Ponciano,AL,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
2703007,Ibateguara,AL,0,0,739,0,0,0,739,0,739,Cana irrigada,Outros ou sem predominância,98,0,0,98,8
2703106,Igaci,AL,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
2703205,Igreja Nova,AL,"1,734",0,"2,146",0,0,0,"3,879",0,"3,879",Cana irrigada,Aspersão - Outros,1,11,0,12,0
2703304,Inhapi,AL,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
2703403,Jacaré dos Homens,AL,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
2703502,Jacuípe,AL,0,0,506,0,0,0,506,0,506,Cana irrigada,Outros ou sem predominância,87,0,0,87,7
2703601,Japaratinga,AL,0,0,624,0,0,0,624,0,624,Cana irrigada,Outros ou sem predominância,"1,538",266,0,"1,804",48
2703700,Jaramataia,AL,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
2703759,Jequiá da Praia,AL,0,0,"14,326",44,44,0,"14,370",0,"14,370",Cana irrigada,Aspersão - Outros,"2,027",159,165,"2,351","2,027"
2703809,Joaquim Gomes,AL,0,0,431,0,0,0,431,0,431,Cana irrigada,Aspersão - Outros,162,0,0,162,0
2703908,Jundiá,AL,0,0,392,0,0,0,392,0,392,Cana irrigada,Outros ou sem predominância,50,0,0,50,9
2704005,Junqueiro,AL,0,0,"2,324",49,49,0,"2,373",0,"2,373",Cana irrigada,Outros ou sem predominância,0,0,40,40,0
2704104,Lagoa da Canoa,AL,0,0,56,0,0,0,56,0,56,Cana irrigada,Localizada,0,0,0,0,0
2704203,Limoeiro de Anadia,AL,0,0,"1,577",0,34,0,"1,577",0,"1,577",Cana irrigada,Aspersão - Outros,0,0,109,109,0
2704302,Maceió,AL,0,0,"3,726",0,0,0,"3,726",0,"3,726",Cana irrigada,Aspersão - Outros,"2,327","1,477",265,"4,070","1,332"
2704401,Major Isidoro,AL,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
2704500,Maragogi,AL,0,0,"1,459",0,0,0,"1,459",0,"1,459",Cana irrigada,Aspersão - Outros,794,89,17,901,745
2704609,Maravilha,AL,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
2704708,Marechal Deodoro,AL,0,0,"6,518",0,0,0,"6,518",0,"6,518",Cana irrigada,Aspersão - Outros,228,111,131,470,228
2704807,Maribondo,AL,0,0,31,0,0,0,31,0,31,Cana irrigada,Outros ou sem predominância,12,0,0,12,0
2704906,Mar Vermelho,AL,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
2705002,Mata Grande,AL,0,0,0,0,0,157,157,0,157,Outras culturas e sistemas,Localizada,0,0,0,0,0
2705101,Matriz de Camaragibe,AL,0,0,"1,648",0,0,0,"1,648",0,"1,648",Cana irrigada,Outros ou sem predominância,33,0,0,33,0
2705200,Messias,AL,0,0,727,0,0,0,727,0,727,Cana irrigada,Outros ou sem predominância,0,0,109,109,0
2705309,Minador do Negrão,AL,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
2705408,Monteirópolis,AL,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
2705507,Murici,AL,0,0,"1,437",0,0,0,"1,437",0,"1,437",Cana irrigada,Aspersão - Outros,11,0,92,104,7
2705606,Novo Lino,AL,0,0,"1,486",0,0,0,"1,486",0,"1,486",Cana irrigada,Outros ou sem predominância,1,0,0,1,0
2705705,Olho d'Água das Flores,AL,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
2705804,Olho d'Água do Casado,AL,0,0,0,0,0,0,0,0,0,,,9,"1,986",0,"1,994",0
2705903,Olho d'Água Grande,AL,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
2706000,Olivença,AL,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
2706109,Ouro Branco,AL,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
2706208,Palestina,AL,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
2706307,Palmeira dos Índios,AL,0,0,0,0,0,0,0,0,0,,,367,0,12,379,0
2706406,Pão de Açúcar,AL,0,0,0,0,0,0,0,0,0,,,24,"1,928",0,"1,951",0
2706422,Pariconha,AL,0,0,0,0,0,41,41,0,41,Outras culturas e sistemas,Outros ou sem predominância,12,186,0,198,0
2706448,Paripueira,AL,0,0,"1,190",0,0,0,"1,190",0,"1,190",Cana irrigada,Outros ou sem predominância,338,201,10,549,338
2706505,Passo de Camaragibe,AL,0,0,"4,083",0,0,0,"4,083",0,"4,083",Cana irrigada,Outros ou sem predominância,"1,757",358,51,"2,165","1,755"
2706604,Paulo Jacinto,AL,0,0,0,0,0,0,0,0,0,,,4,0,11,15,4
2706703,Penedo,AL,76,0,"9,465",103,103,"1,297","10,942",0,"10,942",Cana irrigada,Aspersão - Outros,304,"1,090",27,"1,421",248
2706802,Piaçabuçu,AL,0,0,0,0,0,0,0,0,0,,,60,607,57,724,39
2706901,Pilar,AL,0,0,"4,449",0,0,0,"4,449",0,"4,449",Cana irrigada,Aspersão - Outros,7,0,195,202,7
2707008,Pindoba,AL,0,0,96,0,0,0,96,0,96,Cana irrigada,Aspersão - Outros,41,0,0,41,4
2707107,Piranhas,AL,0,0,0,0,0,0,0,0,0,,,7,869,0,877,0
2707206,Poço das Trincheiras,AL,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
2707305,Porto Calvo,AL,0,0,"2,192",0,0,0,"2,192",0,"2,192",Cana irrigada,Aspersão - Outros,114,0,52,166,24
2707404,Porto de Pedras,AL,0,0,"2,913",0,0,0,"2,913",0,"2,913",Cana irrigada,Superficial,"1,065",158,61,"1,284","1,043"
2707503,Porto Real do Colégio,AL,"1,326",0,15,0,0,25,"1,366",0,"1,366",Arroz,Superficial,427,"1,937",0,"2,365",0
2707602,Quebrangulo,AL,0,0,0,0,0,0,0,0,0,,,4,0,0,4,2
2707701,Rio Largo,AL,0,0,"2,176",0,0,0,"2,176",0,"2,176",Cana irrigada,Outros ou sem predominância,0,0,215,215,0
2707800,Roteiro,AL,0,0,"4,522",0,0,0,"4,522",0,"4,522",Cana irrigada,Outros ou sem predominância,"1,703",212,31,"1,946","1,703"
2707909,Santa Luzia do Norte,AL,0,0,559,0,0,0,559,0,559,Cana irrigada,Outros ou sem predominância,0,0,0,0,0
2708006,Santana do Ipanema,AL,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
2708105,Santana do Mundaú,AL,0,0,24,0,0,0,24,0,24,Cana irrigada,Aspersão - Outros,4,0,0,4,0
2708204,São Brás,AL,0,0,0,0,0,0,0,0,0,,,97,176,0,274,0
2708303,São José da Laje,AL,0,0,"1,162",0,0,0,"1,162",0,"1,162",Cana irrigada,Outros ou sem predominância,0,0,0,0,0
2708402,São José da Tapera,AL,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
2708501,São Luís do Quitunde,AL,0,0,"3,992",0,0,0,"3,992",0,"3,992",Cana irrigada,Aspersão - Outros,23,0,63,86,8
2708600,São Miguel dos Campos,AL,0,0,"16,434",26,395,0,"16,459",0,"16,459",Cana irrigada,Aspersão - Outros,0,0,52,52,0
2708709,São Miguel dos Milagres,AL,0,0,649,0,0,0,649,0,649,Cana irrigada,Aspersão - Outros,991,165,23,"1,179",991
2708808,São Sebastião,AL,0,0,"1,393",127,127,0,"1,520",0,"1,520",Cana irrigada,Outros ou sem predominância,0,0,17,17,0
2708907,Satuba,AL,0,0,719,0,0,0,719,0,719,Cana irrigada,Aspersão - Outros,0,0,0,0,0
2708956,Senador Rui Palmeira,AL,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
2709004,Tanque d'Arca,AL,0,0,230,0,0,0,230,0,230,Cana irrigada,Aspersão - Outros,5,0,0,5,0
2709103,Taquarana,AL,0,0,4,27,27,0,31,0,31,Pivôs centrais,Aspersão - Pivôs Centrais,0,0,0,0,0
2709152,Teotônio Vilela,AL,0,0,"7,497",41,93,0,"7,537",0,"7,537",Cana irrigada,Aspersão - Outros,0,0,0,0,0
2709202,Traipu,AL,0,0,0,0,0,0,0,0,0,,,37,"2,425",0,"2,462",0
2709301,União dos Palmares,AL,0,0,114,0,0,0,114,0,114,Cana irrigada,Aspersão - Outros,0,0,0,0,0
2709400,Viçosa,AL,0,0,71,0,0,0,71,0,71,Cana irrigada,Aspersão - Outros,166,7,0,173,57
2800100,Amparo de São Francisco,SE,0,0,0,0,0,0,0,0,0,,,24,377,0,400,0
2800209,Aquidabã,SE,0,0,0,0,0,0,0,0,0,,,18,0,0,18,0
2800308,Aracaju,SE,0,0,0,0,0,0,0,0,0,,,650,"1,110",0,"1,760",650
2800407,Arauá,SE,0,0,0,0,0,0,0,0,0,,,18,0,0,18,0
2800506,Areia Branca,SE,0,0,"1,168",0,0,3,"1,171",0,"1,171",Cana irrigada,Aspersão - Outros,0,0,0,0,0
2800605,Barra dos Coqueiros,SE,0,0,0,0,0,0,0,0,0,,,521,"2,160",11,"2,692",0
2800670,Boquim,SE,0,0,0,0,0,2,2,0,2,Outras culturas e sistemas,Outros ou sem predominância,89,0,0,89,0
2800704,Brejo Grande,SE,"1,442",0,0,0,0,0,"1,442",0,"1,442",Arroz,Superficial,693,226,16,935,0
2801009,Campo do Brito,SE,0,0,0,0,0,1,1,0,1,Outras culturas e sistemas,Localizada,138,0,0,138,0
2801108,Canhoba,SE,0,0,0,0,0,0,0,0,0,,,9,225,0,234,0
2801207,Canindé de São Francisco,SE,0,0,0,0,0,978,978,0,978,Outras culturas e sistemas,Localizada,50,"1,788",0,"1,839",0
2801306,Capela,SE,0,0,"4,603",0,0,0,"4,603",0,"4,603",Cana irrigada,Outros ou sem predominância,48,0,0,48,0
2801405,Carira,SE,0,0,0,0,0,0,0,0,0,,,79,10,0,89,0
2801504,Carmópolis,SE,0,0,337,0,0,0,337,0,337,Cana irrigada,Outros ou sem predominância,0,0,0,0,0
2801603,Cedro de São João,SE,157,0,0,0,0,0,157,0,157,Arroz,Superficial,0,0,0,0,0
2801702,Cristinápolis,SE,0,0,0,0,0,0,0,0,0,,,191,0,0,191,10
2801900,Cumbe,SE,0,0,28,0,0,0,28,0,28,Cana irrigada,Outros ou sem predominância,28,0,0,28,0
2802007,Divina Pastora,SE,0,0,"1,164",0,0,0,"1,164",0,"1,164",Cana irrigada,Outros ou sem predominância,47,0,0,47,0
2802106,Estância,SE,0,0,0,0,0,0,0,0,0,,,"2,172","4,280",23,"6,475",4
2802205,Feira Nova,SE,0,0,0,0,0,0,0,0,0,,,38,15,0,53,0
2802304,Frei Paulo,SE,0,0,0,0,0,0,0,0,0,,,40,3,0,43,0
